location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
8118,"New Delhi","pm25",154,"µg/m³","2024-01-05T00:30:00Z","2024-01-05T06:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",153,"µg/m³","2024-01-05T01:30:00Z","2024-01-05T07:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",148,"µg/m³","2024-01-05T02:30:00Z","2024-01-05T08:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",160,"µg/m³","2024-01-05T03:30:00Z","2024-01-05T09:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",164,"µg/m³","2024-01-05T04:30:00Z","2024-01-05T10:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",178,"µg/m³","2024-01-05T05:30:00Z","2024-01-05T11:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",220,"µg/m³","2024-01-05T07:30:00Z","2024-01-05T13:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",229,"µg/m³","2024-01-05T08:30:00Z","2024-01-05T14:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",312,"µg/m³","2024-01-05T09:30:00Z","2024-01-05T15:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",285,"µg/m³","2024-01-05T10:30:00Z","2024-01-05T16:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",231,"µg/m³","2024-01-05T11:30:00Z","2024-01-05T17:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",210,"µg/m³","2024-01-05T12:30:00Z","2024-01-05T18:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",227,"µg/m³","2024-01-05T13:30:00Z","2024-01-05T19:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",212,"µg/m³","2024-01-05T14:30:00Z","2024-01-05T20:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",205,"µg/m³","2024-01-05T15:30:00Z","2024-01-05T21:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",200,"µg/m³","2024-01-05T16:30:00Z","2024-01-05T22:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",178,"µg/m³","2024-01-05T17:30:00Z","2024-01-05T23:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",177,"µg/m³","2024-01-05T18:30:00Z","2024-01-06T00:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",148,"µg/m³","2024-01-05T19:30:00Z","2024-01-06T01:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",129,"µg/m³","2024-01-05T20:30:00Z","2024-01-06T02:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",131,"µg/m³","2024-01-05T21:30:00Z","2024-01-06T03:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",134,"µg/m³","2024-01-05T22:30:00Z","2024-01-06T04:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",137,"µg/m³","2024-01-05T23:30:00Z","2024-01-06T05:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",152,"µg/m³","2024-01-06T00:30:00Z","2024-01-06T06:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",153,"µg/m³","2024-01-06T01:30:00Z","2024-01-06T07:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",158,"µg/m³","2024-01-06T02:30:00Z","2024-01-06T08:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",157,"µg/m³","2024-01-06T03:30:00Z","2024-01-06T09:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",185,"µg/m³","2024-01-06T04:30:00Z","2024-01-06T10:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",184,"µg/m³","2024-01-06T05:30:00Z","2024-01-06T11:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",201,"µg/m³","2024-01-06T07:30:00Z","2024-01-06T13:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",219,"µg/m³","2024-01-06T08:30:00Z","2024-01-06T14:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",246,"µg/m³","2024-01-06T09:30:00Z","2024-01-06T15:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
8118,"New Delhi","pm25",250,"µg/m³","2024-01-06T10:30:00Z","2024-01-06T16:00:00+05:30","Asia/Kolkata",28.63576,77.22445,,,,"Unknown Governmental Organization","AirNow"
